date,workerid,amount
Thu May 10 09:23:36 PDT 2018,ALZVG5501Y5IX,1.0
Thu May 10 09:37:55 PDT 2018,A25HIOE2S953Y4,1.0
Thu May 10 09:47:03 PDT 2018,A1MTRZDRKNB9GV,1.0
Thu May 10 09:48:09 PDT 2018,A2CHDWKAYZ3P3E,1.0
Thu May 10 10:04:08 PDT 2018,AR4XFM7G1W0VQ,1.0
,total paid to workers:,=SUM(c2:c6)
,40% paid to Amazon:,=.4*c7
,total:,=SUM(c7:c8
